itle,Type,Genre,ReleaseYear,Rating,Duration,Country,Score,Decade,ScoreColor,isSeries
Title 1069,TV Show,Horror,1966,R,148 min,India,0,1960,"#FF0000",true
Title 1070,Movie,Horror,2004,PG,74 min,Japan,1,2000,"#CC3300",true
Title 1071,Movie,Drama,2023,TV-MA,1 Seasons,United Kingdom,2,2020,"#996600",false
Title 1072,TV Show,Drama,2003,PG-13,148 min,Canada,2,2000,"#996600",true
Title 1073,TV Show,Thriller,1985,TV-PG,2 Seasons,Australia,3,1980,"#659900",false
Title 1074,Movie,Horror,1957,R,154 min,Japan,5,1950,"#00FF00",true
Title 1075,TV Show,Sci-Fi,1990,G,2 Seasons,United States,1,1990,"#CC3300",false
Title 1076,Movie,Comedy,1964,PG,3 Seasons,Canada,0,1960,"#FF0000",false
Title 1077,Movie,Comedy,1966,TV-PG,3 Seasons,Australia,4,1960,"#32CC00",false
Title 1078,TV Show,Drama,2020,R,1 Seasons,Canada,1,2020,"#CC3300",false
Title 1079,TV Show,Horror,1964,PG,129 min,South Korea,1,1960,"#CC3300",true
Title 1080,Movie,Romance,1965,PG-13,169 min,United States,5,1960,"#00FF00",true
Title 1081,TV Show,Action,1951,G,3 Seasons,Germany,5,1950,"#00FF00",false
Title 1082,Movie,Sci-Fi,1982,PG-13,101 min,India,0,1980,"#FF0000",true
Title 1083,Movie,Sci-Fi,1965,G,2 Seasons,Germany,3,1960,"#659900",false
Title 1084,Movie,Action,1995,TV-MA,75 min,Australia,3,1990,"#659900",true
Title 1085,TV Show,Documentary,1971,TV-MA,176 min,United Kingdom,4,1970,"#32CC00",true
Title 1086,TV Show,Drama,1953,PG-13,172 min,South Korea,3,1950,"#659900",true
Title 1087,TV Show,Drama,1993,TV-MA,97 min,Germany,2,1990,"#996600",true
Title 1088,Movie,Comedy,2023,G,123 min,Australia,4,2020,"#32CC00",true
Title 1089,TV Show,Comedy,2013,G,115 min,United States,0,2010,"#FF0000",true
Title 1090,TV Show,Romance,1989,G,77 min,Japan,5,1980,"#00FF00",true
Title 1091,Movie,Drama,2001,PG,85 min,Canada,2,2000,"#996600",true
Title 1092,TV Show,Comedy,2008,G,1 Seasons,Canada,2,2000,"#996600",false
Title 1093,Movie,Horror,1979,TV-MA,117 min,Germany,0,1970,"#FF0000",true
Title 1094,TV Show,Sci-Fi,1957,TV-PG,97 min,Australia,0,1950,"#FF0000",true
Title 1095,Movie,Action,1992,PG,1 Seasons,United Kingdom,2,1990,"#996600",false
Title 1096,Movie,Horror,1995,PG,104 min,Canada,2,1990,"#996600",true
Title 1097,Movie,Horror,1968,PG-13,2 Seasons,South Korea,2,1960,"#996600",false
Title 1098,TV Show,Sci-Fi,2019,PG-13,107 min,Japan,3,2010,"#659900",true
Title 1099,Movie,Comedy,1993,R,2 Seasons,India,5,1990,"#00FF00",false
Title 1100,Movie,Horror,1981,PG-13,108 min,South Korea,4,1980,"#32CC00",true
Title 1101,TV Show,Documentary,2012,R,2 Seasons,Japan,5,2010,"#00FF00",false
Title 1102,Movie,Drama,1997,PG,1 Seasons,United States,0,1990,"#FF0000",false
Title 1103,Movie,Documentary,2016,PG,2 Seasons,Germany,2,2010,"#996600",false
Title 1104,TV Show,Horror,1992,R,3 Seasons,United States,4,1990,"#32CC00",false
Title 1105,TV Show,Romance,2012,TV-14,175 min,India,3,2010,"#659900",true
Title 1106,Movie,Romance,1952,TV-14,3 Seasons,United States,3,1950,"#659900",false
Title 1107,TV Show,Comedy,2004,PG-13,3 Seasons,India,0,2000,"#FF0000",false
Title 1108,Movie,Drama,1954,TV-MA,108 min,South Korea,3,1950,"#659900",true
Title 1109,Movie,Thriller,1966,TV-PG,2 Seasons,India,4,1960,"#32CC00",false
Title 1110,Movie,Thriller,1956,PG-13,1 Seasons,United States,3,1950,"#659900",false
Title 1111,Movie,Romance,1988,G,1 Seasons,Australia,5,1980,"#00FF00",false
Title 1112,TV Show,Comedy,1978,PG,2 Seasons,United States,5,1970,"#00FF00",false
Title 1113,TV Show,Sci-Fi,2013,R,2 Seasons,United Kingdom,1,2010,"#CC3300",false
Title 1114,TV Show,Romance,2017,PG,153 min,India,1,2010,"#CC3300",true
Title 1115,TV Show,Drama,2019,PG,125 min,United Kingdom,2,2010,"#996600",true
Title 1116,Movie,Horror,1986,PG,3 Seasons,Australia,2,1980,"#996600",false
Title 1117,Movie,Thriller,1955,TV-MA,141 min,Australia,1,1950,"#CC3300",true
Title 1118,TV Show,Documentary,1973,PG,109 min,Canada,5,1970,"#00FF00",true
Title 1119,TV Show,Sci-Fi,1989,PG,155 min,Canada,3,1980,"#659900",true
Title 1120,TV Show,Sci-Fi,1983,TV-PG,128 min,United States,2,1980,"#996600",true
Title 1121,Movie,Sci-Fi,1996,R,1 Seasons,Japan,3,1990,"#659900",false
Title 1122,TV Show,Documentary,1977,TV-PG,103 min,India,3,1970,"#659900",true
Title 1123,Movie,Romance,1979,TV-14,100 min,United Kingdom,4,1970,"#32CC00",true
Title 1124,TV Show,Action,1975,G,1 Seasons,South Korea,4,1970,"#32CC00",false
Title 1125,TV Show,Horror,1996,TV-MA,121 min,Canada,3,1990,"#659900",true
Title 1126,Movie,Drama,1965,PG,2 Seasons,Germany,5,1960,"#00FF00",false
Title 1127,Movie,Horror,2010,PG-13,163 min,South Korea,1,2010,"#CC3300",true
Title 1128,TV Show,Action,2017,G,3 Seasons,United Kingdom,4,2010,"#32CC00",false
Title 1129,TV Show,Sci-Fi,1975,PG,2 Seasons,United States,1,1970,"#CC3300",false
Title 1130,TV Show,Thriller,1992,G,78 min,South Korea,4,1990,"#32CC00",true
Title 1131,Movie,Romance,1976,PG-13,117 min,United States,1,1970,"#CC3300",true
Title 1132,TV Show,Romance,2001,PG,1 Seasons,South Korea,5,2000,"#00FF00",false
Title 1133,TV Show,Documentary,1950,TV-14,79 min,United Kingdom,5,1950,"#00FF00",true
Title 1134,TV Show,Documentary,2015,PG,169 min,Canada,2,2010,"#996600",true
Title 1135,TV Show,Thriller,2007,PG-13,3 Seasons,Canada,3,2000,"#659900",false
Title 1136,Movie,Thriller,1966,PG-13,1 Seasons,India,0,1960,"#FF0000",false
Title 1137,Movie,Thriller,2013,TV-MA,2 Seasons,United Kingdom,3,2010,"#659900",false
Title 1138,Movie,Romance,1980,TV-14,176 min,India,2,1980,"#996600",true
Title 1139,TV Show,Thriller,1971,TV-14,2 Seasons,India,3,1970,"#659900",false
Title 1140,TV Show,Documentary,1969,G,164 min,United Kingdom,3,1960,"#659900",true
Title 1141,Movie,Drama,1955,TV-14,3 Seasons,Australia,3,1950,"#659900",false
Title 1142,Movie,Comedy,1975,PG-13,1 Seasons,United States,3,1970,"#659900",false
Title 1143,TV Show,Comedy,2018,R,146 min,South Korea,4,2010,"#32CC00",true
Title 1144,TV Show,Thriller,2020,G,105 min,United Kingdom,1,2020,"#CC3300",true
Title 1145,Movie,Comedy,2011,R,118 min,South Korea,3,2010,"#659900",true
Title 1146,TV Show,Romance,2014,R,82 min,United Kingdom,1,2010,"#CC3300",true
Title 1147,TV Show,Thriller,2018,TV-14,3 Seasons,Australia,1,2010,"#CC3300",false
Title 1148,TV Show,Documentary,2020,TV-PG,2 Seasons,India,0,2020,"#FF0000",false
Title 1149,TV Show,Thriller,1972,R,97 min,South Korea,5,1970,"#00FF00",true
Title 1150,Movie,Comedy,1963,TV-14,163 min,Canada,2,1960,"#996600",true
Title 1151,Movie,Action,1990,TV-MA,1 Seasons,Australia,0,1990,"#FF0000",false
Title 1152,Movie,Drama,1988,PG-13,119 min,Germany,4,1980,"#32CC00",true
Title 1153,Movie,Drama,2006,R,1 Seasons,South Korea,0,2000,"#FF0000",false
Title 1154,TV Show,Comedy,2013,PG-13,141 min,Japan,4,2010,"#32CC00",true
Title 1155,TV Show,Horror,1954,G,111 min,Germany,1,1950,"#CC3300",true
Title 1156,TV Show,Thriller,1982,G,2 Seasons,Australia,4,1980,"#32CC00",false
Title 1157,Movie,Drama,1988,PG,2 Seasons,Japan,3,1980,"#659900",false
Title 1158,TV Show,Comedy,1993,PG,148 min,India,0,1990,"#FF0000",true
Title 1159,Movie,Romance,1988,PG-13,156 min,Germany,5,1980,"#00FF00",true
Title 1160,TV Show,Comedy,1985,TV-PG,143 min,Germany,5,1980,"#00FF00",true
Title 1161,TV Show,Documentary,1986,R,1 Seasons,United Kingdom,1,1980,"#CC3300",false
Title 1162,Movie,Comedy,1980,R,156 min,Australia,1,1980,"#CC3300",true
Title 1163,TV Show,Documentary,1963,PG-13,2 Seasons,India,3,1960,"#659900",false
Title 1164,TV Show,Drama,1950,TV-14,3 Seasons,Germany,1,1950,"#CC3300",false
Title 1165,TV Show,Action,1976,R,3 Seasons,Canada,2,1970,"#996600",false
Title 1166,TV Show,Drama,1964,TV-MA,1 Seasons,Japan,0,1960,"#FF0000",false
Title 1167,Movie,Horror,1959,PG,3 Seasons,United Kingdom,1,1950,"#CC3300",false
Title 1168,Movie,Comedy,1980,TV-14,3 Seasons,South Korea,2,1980,"#996600",false
Title 1169,TV Show,Horror,2023,G,154 min,South Korea,2,2020,"#996600",true
Title 1170,TV Show,Documentary,2022,TV-14,86 min,India,2,2020,"#996600",true
Title 1171,TV Show,Thriller,2000,TV-MA,1 Seasons,United States,0,2000,"#FF0000",false
Title 1172,TV Show,Drama,1969,TV-PG,158 min,Germany,0,1960,"#FF0000",true
Title 1173,Movie,Action,1975,TV-MA,3 Seasons,Australia,1,1970,"#CC3300",false
Title 1174,Movie,Documentary,2002,PG,3 Seasons,India,4,2000,"#32CC00",false
Title 1175,TV Show,Drama,1986,TV-MA,1 Seasons,United Kingdom,0,1980,"#FF0000",false
Title 1176,Movie,Horror,1982,TV-14,2 Seasons,Australia,2,1980,"#996600",false
Title 1177,TV Show,Romance,1963,PG,102 min,South Korea,1,1960,"#CC3300",true
Title 1178,TV Show,Sci-Fi,1989,TV-PG,91 min,United States,4,1980,"#32CC00",true
Title 1179,Movie,Thriller,2018,TV-PG,164 min,Canada,2,2010,"#996600",true
Title 1180,Movie,Documentary,1970,PG-13,139 min,United Kingdom,2,1970,"#996600",true
Title 1181,TV Show,Documentary,1976,TV-14,64 min,Australia,1,1970,"#CC3300",true
Title 1182,Movie,Comedy,1992,PG-13,2 Seasons,Germany,1,1990,"#CC3300",false
Title 1183,Movie,Drama,1989,PG,2 Seasons,South Korea,3,1980,"#659900",false
Title 1184,Movie,Comedy,1985,R,1 Seasons,United Kingdom,2,1980,"#996600",false
Title 1185,Movie,Romance,2023,TV-MA,72 min,Japan,1,2020,"#CC3300",true
Title 1186,Movie,Documentary,2014,G,1 Seasons,United Kingdom,2,2010,"#996600",false
Title 1187,TV Show,Thriller,1967,PG-13,3 Seasons,United States,4,1960,"#32CC00",false
Title 1188,TV Show,Horror,2011,PG,74 min,United States,2,2010,"#996600",true
Title 1189,TV Show,Drama,1977,TV-14,1 Seasons,Germany,2,1970,"#996600",false
Title 1190,TV Show,Action,1978,TV-MA,2 Seasons,Japan,3,1970,"#659900",false
Title 1191,Movie,Thriller,1953,TV-MA,3 Seasons,Japan,2,1950,"#996600",false
Title 1192,Movie,Horror,1973,PG,154 min,South Korea,0,1970,"#FF0000",true
Title 1193,TV Show,Comedy,1999,PG,173 min,United Kingdom,3,1990,"#659900",true
Title 1194,Movie,Drama,1993,PG,3 Seasons,South Korea,1,1990,"#CC3300",false
Title 1195,TV Show,Drama,1950,TV-14,2 Seasons,United States,1,1950,"#CC3300",false
Title 1196,Movie,Comedy,1975,PG-13,80 min,South Korea,1,1970,"#CC3300",true
Title 1197,TV Show,Thriller,1969,TV-14,65 min,Australia,1,1960,"#CC3300",true
Title 1198,Movie,Horror,1955,G,3 Seasons,United States,3,1950,"#659900",false
Title 1199,TV Show,Documentary,1966,R,110 min,United States,1,1960,"#CC3300",true
Title 1200,TV Show,Horror,1952,TV-14,2 Seasons,Canada,5,1950,"#00FF00",false
Title 1201,Movie,Horror,1959,G,128 min,Japan,0,1950,"#FF0000",true
Title 1202,TV Show,Action,1980,PG,3 Seasons,Canada,4,1980,"#32CC00",false
Title 1203,TV Show,Comedy,1963,R,109 min,Canada,0,1960,"#FF0000",true
Title 1204,TV Show,Comedy,1990,TV-MA,84 min,United States,2,1990,"#996600",true
Title 1205,Movie,Action,1973,TV-14,167 min,Canada,2,1970,"#996600",true
Title 1206,Movie,Thriller,1970,TV-PG,77 min,United Kingdom,0,1970,"#FF0000",true
Title 1207,TV Show,Action,1977,TV-PG,3 Seasons,United Kingdom,2,1970,"#996600",false
Title 1208,Movie,Comedy,2011,PG-13,1 Seasons,Germany,3,2010,"#659900",false
Title 1209,Movie,Comedy,2013,R,3 Seasons,Germany,4,2010,"#32CC00",false
Title 1210,TV Show,Action,1976,PG-13,109 min,Japan,4,1970,"#32CC00",true
Title 1211,TV Show,Comedy,1971,TV-14,2 Seasons,United Kingdom,0,1970,"#FF0000",false
Title 1212,TV Show,Horror,1976,R,2 Seasons,United Kingdom,2,1970,"#996600",false
Title 1213,Movie,Horror,1983,TV-MA,104 min,Australia,2,1980,"#996600",true
Title 1214,Movie,Horror,1951,G,1 Seasons,Germany,4,1950,"#32CC00",false
Title 1215,TV Show,Horror,2006,PG,60 min,United Kingdom,5,2000,"#00FF00",true
Title 1216,TV Show,Documentary,1992,R,2 Seasons,United Kingdom,0,1990,"#FF0000",false
Title 1217,Movie,Documentary,1978,R,117 min,India,1,1970,"#CC3300",true
Title 1218,TV Show,Drama,2017,TV-PG,150 min,Germany,1,2010,"#CC3300",true
Title 1219,TV Show,Documentary,1987,TV-PG,146 min,Japan,1,1980,"#CC3300",true
Title 1220,TV Show,Drama,2022,TV-MA,67 min,United States,3,2020,"#659900",true
Title 1221,Movie,Sci-Fi,2020,PG-13,1 Seasons,United States,1,2020,"#CC3300",false
Title 1222,TV Show,Romance,1969,R,3 Seasons,United States,0,1960,"#FF0000",false
Title 1223,TV Show,Action,1978,PG,119 min,Canada,0,1970,"#FF0000",true
Title 1224,Movie,Drama,1969,G,1 Seasons,Canada,4,1960,"#32CC00",false
Title 1225,TV Show,Comedy,1962,G,3 Seasons,United States,0,1960,"#FF0000",false
Title 1226,TV Show,Romance,2016,TV-PG,90 min,South Korea,0,2010,"#FF0000",true
Title 1227,Movie,Horror,1956,PG,2 Seasons,United Kingdom,1,1950,"#CC3300",false
Title 1228,TV Show,Horror,1988,TV-PG,141 min,United States,5,1980,"#00FF00",true
Title 1229,Movie,Thriller,1982,G,132 min,Germany,1,1980,"#CC3300",true
Title 1230,TV Show,Comedy,1962,TV-PG,167 min,India,3,1960,"#659900",true
Title 1231,Movie,Action,1959,TV-14,1 Seasons,Japan,1,1950,"#CC3300",false
Title 1232,Movie,Thriller,1957,PG-13,69 min,Australia,3,1950,"#659900",true
Title 1233,Movie,Action,1989,PG,3 Seasons,Canada,3,1980,"#659900",false
Title 1234,TV Show,Romance,1990,TV-14,143 min,Canada,5,1990,"#00FF00",true
Title 1235,TV Show,Thriller,1954,R,109 min,United States,3,1950,"#659900",true
Title 1236,Movie,Action,1968,TV-MA,121 min,South Korea,4,1960,"#32CC00",true
Title 1237,Movie,Thriller,1954,PG-13,103 min,India,3,1950,"#659900",true
Title 1238,Movie,Horror,1998,TV-14,165 min,Japan,4,1990,"#32CC00",true
Title 1239,TV Show,Comedy,1997,TV-PG,3 Seasons,Germany,5,1990,"#00FF00",false
Title 1240,Movie,Drama,1979,TV-MA,98 min,Japan,1,1970,"#CC3300",true
Title 1241,TV Show,Documentary,2007,TV-MA,119 min,Japan,4,2000,"#32CC00",true
Title 1242,TV Show,Sci-Fi,1969,TV-14,2 Seasons,Canada,3,1960,"#659900",false
Title 1243,TV Show,Comedy,1975,TV-14,147 min,Canada,0,1970,"#FF0000",true
Title 1244,Movie,Action,1976,TV-PG,72 min,Australia,5,1970,"#00FF00",true
Title 1245,Movie,Action,2012,TV-MA,91 min,India,5,2010,"#00FF00",true
Title 1246,TV Show,Romance,1954,TV-14,73 min,United Kingdom,4,1950,"#32CC00",true
Title 1247,Movie,Drama,1966,G,1 Seasons,South Korea,5,1960,"#00FF00",false
Title 1248,TV Show,Drama,2009,R,177 min,Australia,1,2000,"#CC3300",true
Title 1249,Movie,Thriller,1976,TV-14,2 Seasons,Germany,0,1970,"#FF0000",false
Title 1250,Movie,Action,1989,G,2 Seasons,United Kingdom,1,1980,"#CC3300",false
Title 1251,TV Show,Romance,1979,PG,61 min,South Korea,4,1970,"#32CC00",true
Title 1252,Movie,Sci-Fi,1951,TV-MA,2 Seasons,United Kingdom,4,1950,"#32CC00",false
Title 1253,TV Show,Thriller,1970,TV-PG,2 Seasons,Australia,2,1970,"#996600",false
Title 1254,Movie,Drama,1967,PG-13,2 Seasons,Canada,4,1960,"#32CC00",false
Title 1255,Movie,Horror,2003,R,177 min,South Korea,1,2000,"#CC3300",true
Title 1256,TV Show,Horror,1983,TV-MA,172 min,Canada,5,1980,"#00FF00",true
Title 1257,TV Show,Sci-Fi,1985,G,1 Seasons,South Korea,3,1980,"#659900",false
Title 1258,Movie,Comedy,2012,TV-PG,1 Seasons,Canada,4,2010,"#32CC00",false
Title 1259,Movie,Thriller,2010,TV-MA,144 min,United States,2,2010,"#996600",true
Title 1260,Movie,Sci-Fi,1982,PG-13,169 min,India,3,1980,"#659900",true
Title 1261,TV Show,Drama,1956,PG-13,171 min,South Korea,3,1950,"#659900",true
Title 1262,TV Show,Sci-Fi,2005,PG-13,68 min,India,1,2000,"#CC3300",true
Title 1263,Movie,Documentary,1959,TV-MA,70 min,India,1,1950,"#CC3300",true
Title 1264,TV Show,Drama,1962,G,3 Seasons,India,1,1960,"#CC3300",false
Title 1265,TV Show,Action,1958,TV-14,1 Seasons,Germany,0,1950,"#FF0000",false
Title 1266,TV Show,Horror,1962,TV-PG,2 Seasons,Germany,2,1960,"#996600",false
Title 1267,Movie,Drama,1963,R,74 min,South Korea,4,1960,"#32CC00",true
Title 1268,Movie,Drama,1974,TV-MA,152 min,Germany,2,1970,"#996600",true
Title 1269,Movie,Thriller,2007,PG,2 Seasons,South Korea,5,2000,"#00FF00",false
Title 1270,TV Show,Documentary,1985,G,170 min,Germany,1,1980,"#CC3300",true
Title 1271,Movie,Comedy,1978,TV-PG,1 Seasons,India,0,1970,"#FF0000",false
Title 1272,Movie,Horror,1960,TV-PG,2 Seasons,Germany,3,1960,"#659900",false
Title 1273,Movie,Horror,1958,PG-13,3 Seasons,Canada,4,1950,"#32CC00",false
Title 1274,TV Show,Sci-Fi,1963,R,148 min,Japan,3,1960,"#659900",true
Title 1275,Movie,Romance,1997,TV-14,2 Seasons,South Korea,2,1990,"#996600",false
Title 1276,TV Show,Romance,2012,TV-14,60 min,United States,1,2010,"#CC3300",true
Title 1277,Movie,Documentary,1983,TV-PG,63 min,India,0,1980,"#FF0000",true
Title 1278,TV Show,Romance,2001,PG,1 Seasons,Australia,2,2000,"#996600",false
Title 1279,Movie,Romance,2002,TV-14,122 min,South Korea,4,2000,"#32CC00",true
Title 1280,TV Show,Sci-Fi,1965,TV-MA,3 Seasons,United Kingdom,0,1960,"#FF0000",false
Title 1281,TV Show,Action,1972,R,111 min,Australia,1,1970,"#CC3300",true
Title 1282,TV Show,Horror,1977,R,161 min,Canada,1,1970,"#CC3300",true
Title 1283,Movie,Documentary,1992,TV-MA,112 min,Canada,5,1990,"#00FF00",true
Title 1284,TV Show,Horror,2001,PG-13,85 min,South Korea,2,2000,"#996600",true
Title 1285,TV Show,Thriller,2000,PG,139 min,Japan,1,2000,"#CC3300",true
Title 1286,TV Show,Sci-Fi,1988,R,3 Seasons,United Kingdom,0,1980,"#FF0000",false
Title 1287,TV Show,Horror,1950,R,128 min,Germany,5,1950,"#00FF00",true
Title 1288,Movie,Documentary,1957,R,3 Seasons,Japan,0,1950,"#FF0000",false
Title 1289,Movie,Comedy,2011,TV-PG,1 Seasons,United Kingdom,2,2010,"#996600",false
Title 1290,TV Show,Horror,1972,PG,2 Seasons,Germany,4,1970,"#32CC00",false
Title 1291,TV Show,Comedy,2020,TV-MA,2 Seasons,Germany,1,2020,"#CC3300",false
Title 1292,Movie,Drama,1991,G,2 Seasons,Canada,3,1990,"#659900",false
Title 1293,Movie,Documentary,2021,G,97 min,India,2,2020,"#996600",true
Title 1294,Movie,Thriller,2021,TV-PG,2 Seasons,India,5,2020,"#00FF00",false
Title 1295,TV Show,Action,1975,TV-MA,74 min,Japan,5,1970,"#00FF00",true
Title 1296,Movie,Romance,2018,PG-13,2 Seasons,India,5,2010,"#00FF00",false
Title 1297,Movie,Sci-Fi,1988,TV-MA,2 Seasons,Canada,4,1980,"#32CC00",false
Title 1298,TV Show,Action,1990,TV-14,154 min,India,4,1990,"#32CC00",true
Title 1299,Movie,Documentary,1983,TV-MA,104 min,United Kingdom,4,1980,"#32CC00",true
Title 1300,TV Show,Comedy,1986,TV-14,2 Seasons,Japan,0,1980,"#FF0000",false
Title 1301,TV Show,Thriller,2006,TV-MA,97 min,India,3,2000,"#659900",true
Title 1302,TV Show,Comedy,2018,R,134 min,Canada,4,2010,"#32CC00",true
Title 1303,Movie,Romance,1959,TV-14,81 min,South Korea,2,1950,"#996600",true
Title 1304,TV Show,Drama,2002,G,174 min,South Korea,4,2000,"#32CC00",true
Title 1305,TV Show,Drama,1980,TV-14,1 Seasons,United States,4,1980,"#32CC00",false
Title 1306,TV Show,Drama,1996,TV-14,2 Seasons,United States,3,1990,"#659900",false
Title 1307,TV Show,Sci-Fi,1966,TV-PG,178 min,India,1,1960,"#CC3300",true
Title 1308,Movie,Action,1998,TV-14,174 min,Canada,2,1990,"#996600",true
Title 1309,TV Show,Thriller,1994,G,2 Seasons,Japan,5,1990,"#00FF00",false
Title 1310,TV Show,Thriller,1979,TV-PG,158 min,Japan,5,1970,"#00FF00",true
Title 1311,Movie,Thriller,1996,TV-14,164 min,Germany,1,1990,"#CC3300",true
Title 1312,Movie,Horror,2011,R,180 min,Germany,2,2010,"#996600",true
Title 1313,TV Show,Comedy,2008,PG,143 min,United States,1,2000,"#CC3300",true
Title 1314,Movie,Horror,2002,R,2 Seasons,India,5,2000,"#00FF00",false
Title 1315,Movie,Comedy,1994,R,107 min,Germany,5,1990,"#00FF00",true
Title 1316,TV Show,Drama,1986,PG,2 Seasons,South Korea,1,1980,"#CC3300",false
Title 1317,Movie,Comedy,1952,PG-13,1 Seasons,India,0,1950,"#FF0000",false
Title 1318,TV Show,Thriller,1986,PG-13,178 min,Australia,4,1980,"#32CC00",true
Title 1319,TV Show,Comedy,1974,R,2 Seasons,South Korea,2,1970,"#996600",false
Title 1320,TV Show,Sci-Fi,2022,TV-14,1 Seasons,South Korea,5,2020,"#00FF00",false
Title 1321,TV Show,Action,1950,G,157 min,Japan,0,1950,"#FF0000",true
Title 1322,Movie,Action,1964,TV-MA,173 min,Canada,3,1960,"#659900",true
Title 1323,TV Show,Documentary,1975,TV-PG,83 min,India,5,1970,"#00FF00",true
Title 1324,Movie,Documentary,1993,TV-14,2 Seasons,Canada,1,1990,"#CC3300",false
Title 1325,TV Show,Horror,1970,PG,1 Seasons,United States,5,1970,"#00FF00",false
Title 1326,TV Show,Horror,2018,PG,134 min,Australia,5,2010,"#00FF00",true
Title 1327,TV Show,Documentary,1975,PG,3 Seasons,India,1,1970,"#CC3300",false
Title 1328,TV Show,Thriller,1965,G,2 Seasons,United Kingdom,3,1960,"#659900",false
Title 1329,TV Show,Action,2005,PG,175 min,Japan,2,2000,"#996600",true
Title 1330,Movie,Romance,1992,G,1 Seasons,United Kingdom,5,1990,"#00FF00",false
Title 1331,Movie,Thriller,1992,PG,1 Seasons,Australia,5,1990,"#00FF00",false
Title 1332,Movie,Comedy,1987,PG-13,105 min,Australia,1,1980,"#CC3300",true
Title 1333,Movie,Action,1990,TV-PG,2 Seasons,Canada,3,1990,"#659900",false
Title 1334,TV Show,Horror,2004,TV-MA,1 Seasons,United States,0,2000,"#FF0000",false
Title 1335,TV Show,Action,1972,R,73 min,Japan,0,1970,"#FF0000",true
Title 1336,TV Show,Romance,1954,PG,2 Seasons,United Kingdom,3,1950,"#659900",false
Title 1337,Movie,Comedy,1980,TV-14,103 min,United Kingdom,2,1980,"#996600",true
Title 1338,TV Show,Documentary,1951,TV-14,2 Seasons,Germany,2,1950,"#996600",false
Title 1339,TV Show,Horror,1950,R,2 Seasons,United States,1,1950,"#CC3300",false
Title 1340,TV Show,Documentary,1985,R,162 min,Japan,1,1980,"#CC3300",true
Title 1341,TV Show,Action,2010,PG,116 min,Canada,0,2010,"#FF0000",true
Title 1342,TV Show,Thriller,1957,TV-PG,155 min,Australia,4,1950,"#32CC00",true
Title 1343,TV Show,Documentary,2013,PG,79 min,South Korea,2,2010,"#996600",true
Title 1344,Movie,Thriller,1985,G,3 Seasons,Japan,4,1980,"#32CC00",false
Title 1345,TV Show,Romance,1960,G,2 Seasons,Canada,3,1960,"#659900",false
Title 1346,TV Show,Romance,1987,PG,3 Seasons,Japan,4,1980,"#32CC00",false
Title 1347,TV Show,Romance,1973,G,3 Seasons,Japan,3,1970,"#659900",false
Title 1348,TV Show,Romance,1950,G,1 Seasons,Germany,1,1950,"#CC3300",false
Title 1349,TV Show,Sci-Fi,2019,PG-13,84 min,India,3,2010,"#659900",true
